code,high,low,open,close,avg,vol,amount,time
300,4077.278,4047.876,4045.209,4076.861,4064.993833333333,57796133.0,70331603513.0,2018-01-02 10:30:00
300,4084.431,4072.709,4076.861,4080.417,4079.0315666666665,31892882.0,37078000423.0,2018-01-02 11:30:00
300,4087.569,4074.647,4080.417,4074.729,4081.664183333333,28137044.0,33722718498.0,2018-01-02 14:00:00
300,4087.777,4070.67,4074.729,4087.747,4081.0358833333335,29056692.0,37216919546.0,2018-01-02 15:00:00
300,4131.802,4088.882,4091.461,4126.631,4111.02855,59058049.0,74574706188.0,2018-01-03 10:30:00
300,4140.054,4125.298,4126.631,4138.367,4133.418316666666,33398654.0,44182687249.0,2018-01-03 11:30:00
300,4139.876,4104.542,4138.367,4113.085,4123.366666666667,27802592.0,42982936572.0,2018-01-03 14:00:00
300,4126.263,4104.476,4113.085,4112.197,4115.213566666667,31551262.0,43939054068.0,2018-01-03 15:00:00
300,4122.582,4105.948,4114.121,4121.308,4115.315216666667,46264420.0,60990664593.0,2018-01-04 10:30:00
300,4131.849,4118.092,4121.308,4130.541,4124.665033333334,22376266.0,30897248986.0,2018-01-04 11:30:00
300,4137.642,4124.383,4130.541,4127.167,4131.715200000001,29415558.0,37562199336.0,2018-01-04 14:00:00
300,4129.152,4115.258,4127.167,4129.412,4122.39805,36470845.0,45050663175.0,2018-01-04 15:00:00
300,4143.451,4123.368,4133.344,4134.357,4132.812233333333,49495172.0,62248626799.0,2018-01-05 10:30:00
300,4138.952,4127.865,4134.357,4138.992,4133.414083333334,29546645.0,36369699188.0,2018-01-05 11:30:00
300,4148.634,4133.627,4138.992,4135.955,4141.60225,32045323.0,40196673043.0,2018-01-05 14:00:00
300,4151.089,4135.589,4135.955,4139.141,4142.34155,37862575.0,46319184980.0,2018-01-05 15:00:00
300,4147.344,4127.412,4140.855,4146.67,4138.26535,62507088.0,83807351348.0,2018-01-08 10:30:00
300,4166.214,4142.212,4146.67,4159.107,4155.1095000000005,40190344.0,53095355511.0,2018-01-08 11:30:00
300,4166.036,4151.259,4159.107,4152.266,4159.08835,36261617.0,45328495204.0,2018-01-08 14:00:00
300,4160.572,4146.679,4152.266,4160.461,4152.702300000001,34877760.0,44121705094.0,2018-01-08 15:00:00
300,4177.481,4153.703,4157.539,4170.869,4168.223049999999,48024465.0,64561979715.0,2018-01-09 10:30:00
300,4183.628,4166.292,4170.869,4176.753,4175.165883333333,23192696.0,34093717051.0,2018-01-09 11:30:00
300,4185.787,4170.142,4176.753,4181.881,4178.18065,29516021.0,36658467111.0,2018-01-09 14:00:00
300,4191.284,4172.37,4181.881,4189.74,4182.608783333333,38260403.0,46598604005.0,2018-01-09 15:00:00
300,4201.895,4181.282,4187.204,4201.312,4192.8402166666665,56389456.0,72245370477.0,2018-01-10 10:30:00
300,4210.676,4196.8,4201.312,4210.079,4203.469066666667,33986091.0,42900563022.0,2018-01-10 11:30:00
300,4210.889,4175.136,4210.079,4176.98,4187.421750000001,29429979.0,38855015856.0,2018-01-10 14:00:00
300,4211.004,4176.743,4176.98,4208.321,4199.93285,31298093.0,40825661837.0,2018-01-10 15:00:00
300,4211.594,4187.81,4197.114,4189.794,4198.213033333333,49180346.0,68411449557.0,2018-01-11 10:30:00
300,4195.149,4182.092,4189.794,4195.787,4188.591049999999,22590833.0,32986262798.0,2018-01-11 11:30:00
300,4206.462,4191.366,4195.787,4206.755,4197.3894,21714882.0,31171907954.0,2018-01-11 14:00:00
300,4210.512,4198.662,4206.755,4205.838,4205.16495,28042100.0,37779208846.0,2018-01-11 15:00:00
300,4223.556,4199.189,4205.144,4214.907,4214.778216666668,44063378.0,59712814653.0,2018-01-12 10:30:00
300,4221.617,4206.378,4214.907,4214.109,4214.5728,22572368.0,30590300445.0,2018-01-12 11:30:00
